ID,CitiesVisited
701-16,Both NYC and TKY
279-27,Both NYC and TKY
294-17,Both NYC and TKY
443-19,Both NYC and TKY
484-13,Both NYC and TKY
211-25,Both NYC and TKY
644-25,Both NYC and TKY
673-09,Both NYC and TKY
8-13,Both NYC and TKY
462-17,Both NYC and TKY
380-15,Both NYC and TKY
489-27,Both NYC and TKY
741-11,Both NYC and TKY
1001-27,Both NYC and TKY
387-15,Both NYC and TKY
92-07,Both NYC and TKY
1040-12,Both NYC and TKY
836-03,Both NYC and TKY
1051-11,Both NYC and TKY
505-12,Both NYC and TKY
957-11,Both NYC and TKY
992-28,Both NYC and TKY
925-03,Both NYC and TKY
513-28,Both NYC and TKY
384-27,Both NYC and TKY
549-21,Both NYC and TKY
677-21,Both NYC and TKY
392-13,Both NYC and TKY
568-25,Both NYC and TKY
806-05,Both NYC and TKY
798-12,Both NYC and TKY
573-16,Both NYC and TKY
185-28,Both NYC and TKY
242-27,Both NYC and TKY
147-31,Both NYC and TKY
553-29,Both NYC and TKY
972-22,Both NYC and TKY
40-10,Both NYC and TKY
210-28,Both NYC and TKY
728-16,Both NYC and TKY
344-09,Both NYC and TKY
593-10,Both NYC and TKY
176-12,Both NYC and TKY
568-11,Both NYC and TKY
888-29,Both NYC and TKY
365-17,Both NYC and TKY
212-17,Both NYC and TKY
906-07,Both NYC and TKY
456-17,Both NYC and TKY
273-13,Both NYC and TKY
574-16,Both NYC and TKY
311-13,Both NYC and TKY
444-18,Both NYC and TKY
150-22,Both NYC and TKY
271-08,Both NYC and TKY
956-02,Both NYC and TKY
258-29,Both NYC and TKY
187-07,Both NYC and TKY
645-15,Both NYC and TKY
1021-25,Both NYC and TKY
1077-17,Both NYC and TKY
757-02,Both NYC and TKY
316-21,Both NYC and TKY
346-05,Both NYC and TKY
235-17,Both NYC and TKY
525-05,Both NYC and TKY
949-05,Both NYC and TKY
354-24,Both NYC and TKY
1021-16,Both NYC and TKY
953-15,Both NYC and TKY
176-17,Both NYC and TKY
632-11,Both NYC and TKY
136-17,Both NYC and TKY
497-04,Both NYC and TKY
412-12,Both NYC and TKY
968-16,Both NYC and TKY
856-24,Both NYC and TKY
425-22,Both NYC and TKY
861-21,Both NYC and TKY
499-04,Both NYC and TKY
452-11,Both NYC and TKY
17-07,Both NYC and TKY
7-18,Both NYC and TKY
87-25,Both NYC and TKY
739-15,Both NYC and TKY
291-16,Both NYC and TKY
113-05,Both NYC and TKY
1021-21,Both NYC and TKY
1031-16,Both NYC and TKY
842-03,Both NYC and TKY
925-28,Both NYC and TKY
895-16,Both NYC and TKY
187-21,Both NYC and TKY
609-28,Both NYC and TKY
75-13,Both NYC and TKY
171-15,Both NYC and TKY
848-26,Both NYC and TKY
827-13,Both NYC and TKY
289-06,Both NYC and TKY
424-24,Both NYC and TKY
672-06,Both NYC and TKY
484-04,Both NYC and TKY
1031-25,Both NYC and TKY
379-07,Both NYC and TKY
16-13,Both NYC and TKY
228-12,Both NYC and TKY
782-29,Both NYC and TKY
159-07,Both NYC and TKY
50-14,Both NYC and TKY
759-14,Both NYC and TKY
641-29,Both NYC and TKY
150-12,Both NYC and TKY
718-26,Both NYC and TKY
1047-09,Both NYC and TKY
475-17,Both NYC and TKY
139-12,Both NYC and TKY
887-14,Both NYC and TKY
797-16,Both NYC and TKY
925-04,Both NYC and TKY
316-22,Both NYC and TKY
1070-13,Both NYC and TKY
656-07,Both NYC and TKY
682-25,Both NYC and TKY
1013-04,Both NYC and TKY
515-14,Both NYC and TKY
92-08,Both NYC and TKY
492-19,Both NYC and TKY
349-19,Both NYC and TKY
950-22,Both NYC and TKY
1001-06,Both NYC and TKY
353-03,Both NYC and TKY
42-07,Both NYC and TKY
568-21,Both NYC and TKY
1010-14,Both NYC and TKY
885-04,Both NYC and TKY
32-14,Both NYC and TKY
836-09,Both NYC and TKY
151-18,Both NYC and TKY
925-07,Both NYC and TKY
861-28,Both NYC and TKY
968-05,Both NYC and TKY
779-21,Both NYC and TKY
215-15,Both NYC and TKY
207-17,Both NYC and TKY
686-17,Both NYC and TKY
178-27,Both NYC and TKY
720-01,Both NYC and TKY
199-07,Both NYC and TKY
14-07,Both NYC and TKY
106-31,Both NYC and TKY
174-28,Both NYC and TKY
1001-14,Both NYC and TKY
372-12,Both NYC and TKY
277-13,Both NYC and TKY
189-07,Both NYC and TKY
718-16,Both NYC and TKY
525-06,Both NYC and TKY
723-28,Both NYC and TKY
319-21,Both NYC and TKY
334-25,Both NYC and TKY
644-29,Both NYC and TKY
211-13,Both NYC and TKY
122-19,Both NYC and TKY
951-16,Both NYC and TKY
869-13,Both NYC and TKY
105-04,Both NYC and TKY
183-26,Both NYC and TKY
1070-24,Both NYC and TKY
1006-04,Both NYC and TKY
357-27,Both NYC and TKY
291-12,Both NYC and TKY
462-04,Both NYC and TKY
1024-29,Both NYC and TKY
378-05,Both NYC and TKY
454-04,Both NYC and TKY
86-31,Both NYC and TKY
207-25,Both NYC and TKY
773-12,Both NYC and TKY
565-12,Both NYC and TKY
970-05,Both NYC and TKY
598-19,Both NYC and TKY
622-13,Both NYC and TKY
378-10,Both NYC and TKY
287-09,Both NYC and TKY
621-13,Both NYC and TKY
956-07,Both NYC and TKY
797-17,Both NYC and TKY
207-13,Both NYC and TKY
23-13,Both NYC and TKY
593-29,Both NYC and TKY
285-27,Both NYC and TKY
391-11,Both NYC and TKY
216-19,Both NYC and TKY
456-11,Both NYC and TKY
382-12,Both NYC and TKY
218-22,Both NYC and TKY
85-12,Both NYC and TKY
943-24,Both NYC and TKY
830-04,Both NYC and TKY
946-12,Both NYC and TKY
557-28,Both NYC and TKY
434-04,Both NYC and TKY
470-10,Both NYC and TKY
17-16,Both NYC and TKY
827-08,Both NYC and TKY
1077-29,Both NYC and TKY
1080-12,Both NYC and TKY
119-09,Both NYC and TKY
391-16,Both NYC and TKY
727-14,Both NYC and TKY
210-05,Both NYC and TKY
497-02,Both NYC and TKY
607-09,Both NYC and TKY
820-15,Both NYC and TKY
171-10,Both NYC and TKY
355-14,Both NYC and TKY
525-11,Both NYC and TKY
354-15,Both NYC and TKY
189-27,Both NYC and TKY
97-08,Both NYC and TKY
29-22,Both NYC and TKY
150-19,Both NYC and TKY
543-13,Both NYC and TKY
399-19,Both NYC and TKY
264-15,Both NYC and TKY
342-02,Both NYC and TKY
521-17,Both NYC and TKY
190-27,Both NYC and TKY
178-03,Both NYC and TKY
897-29,Both NYC and TKY
806-09,Both NYC and TKY
1020-07,Both NYC and TKY
196-23,Both NYC and TKY
485-17,Both NYC and TKY
646-28,Both NYC and TKY
423-15,Both NYC and TKY
458-09,Both NYC and TKY
122-05,Both NYC and TKY
508-16,Both NYC and TKY
311-16,Both NYC and TKY
190-07,Both NYC and TKY
913-08,Both NYC and TKY
920-29,Both NYC and TKY
69-29,Both NYC and TKY
544-17,Both NYC and TKY
974-19,Both NYC and TKY
831-24,Both NYC and TKY
928-27,Both NYC and TKY
1049-08,Both NYC and TKY
363-02,Both NYC and TKY
962-09,Both NYC and TKY
9-04,Both NYC and TKY
250-29,Both NYC and TKY
708-01,Both NYC and TKY
86-06,Both NYC and TKY
726-09,Both NYC and TKY
485-21,Both NYC and TKY
31-12,Both NYC and TKY
500-29,Both NYC and TKY
299-03,Both NYC and TKY
306-27,Both NYC and TKY
270-31,Both NYC and TKY
1069-04,Both NYC and TKY
548-26,Both NYC and TKY
1012-08,Both NYC and TKY
496-09,Both NYC and TKY
669-28,Both NYC and TKY
965-04,Both NYC and TKY
354-09,Both NYC and TKY
1012-12,Both NYC and TKY
381-15,Both NYC and TKY
844-04,Both NYC and TKY
920-28,Both NYC and TKY
495-08,Both NYC and TKY
325-29,Both NYC and TKY
1076-07,Both NYC and TKY
378-04,Both NYC and TKY
937-12,Both NYC and TKY
708-09,Both NYC and TKY
364-02,Both NYC and TKY
824-03,Both NYC and TKY
458-14,Both NYC and TKY
245-12,Both NYC and TKY
458-17,Both NYC and TKY
59-15,Both NYC and TKY
1040-05,Both NYC and TKY
410-02,Both NYC and TKY
812-21,Both NYC and TKY
929-17,Both NYC and TKY
1073-04,Both NYC and TKY
285-04,Both NYC and TKY
365-18,Both NYC and TKY
718-13,Both NYC and TKY
627-22,Both NYC and TKY
270-29,Both NYC and TKY
590-27,Both NYC and TKY
573-05,Both NYC and TKY
211-09,Both NYC and TKY
218-17,Both NYC and TKY
768-15,Both NYC and TKY
178-04,Both NYC and TKY
701-19,Both NYC and TKY
56-13,Both NYC and TKY
215-03,Both NYC and TKY
1017-14,Both NYC and TKY
46-11,Both NYC and TKY
3-11,Both NYC and TKY
289-22,Both NYC and TKY
966-17,Both NYC and TKY
282-05,Both NYC and TKY
834-22,Both NYC and TKY
834-09,Both NYC and TKY
656-09,Both NYC and TKY
133-07,Both NYC and TKY
770-09,Both NYC and TKY
623-16,Both NYC and TKY
806-04,Both NYC and TKY
901-15,Both NYC and TKY
657-28,Both NYC and TKY
948-28,Both NYC and TKY
510-07,Both NYC and TKY
1056-07,Both NYC and TKY
307-25,Both NYC and TKY
734-29,Both NYC and TKY
986-26,Both NYC and TKY
992-09,Both NYC and TKY
913-04,Both NYC and TKY
409-02,Both NYC and TKY
259-15,Both NYC and TKY
478-05,Both NYC and TKY
854-16,Both NYC and TKY
820-17,Both NYC and TKY
365-26,Both NYC and TKY
1049-23,Both NYC and TKY
729-29,Both NYC and TKY
493-04,Both NYC and TKY
252-11,Both NYC and TKY
326-06,Both NYC and TKY
96-11,Both NYC and TKY
443-27,Both NYC and TKY
432-15,Both NYC and TKY
645-14,Both NYC and TKY
796-29,Both NYC and TKY
412-28,Both NYC and TKY
533-19,Both NYC and TKY
703-12,Both NYC and TKY
282-21,Both NYC and TKY
370-19,Both NYC and TKY
990-18,Both NYC and TKY
471-04,Both NYC and TKY
280-22,Both NYC and TKY
956-17,Both NYC and TKY
560-08,Both NYC and TKY
501-27,Both NYC and TKY
286-24,Both NYC and TKY
425-06,Both NYC and TKY
790-17,Both NYC and TKY
323-29,Both NYC and TKY
857-09,Both NYC and TKY
752-17,Both NYC and TKY
948-14,Both NYC and TKY
485-19,Both NYC and TKY
626-11,Both NYC and TKY
208-04,Both NYC and TKY
355-25,Both NYC and TKY
184-11,Both NYC and TKY
877-21,Both NYC and TKY
848-25,Both NYC and TKY
703-14,Both NYC and TKY
207-31,Both NYC and TKY
481-13,Both NYC and TKY
465-14,Both NYC and TKY
189-05,Both NYC and TKY
987-09,Both NYC and TKY
633-25,Both NYC and TKY
525-08,Both NYC and TKY
1029-15,Both NYC and TKY
628-15,Both NYC and TKY
811-19,Both NYC and TKY
30-14,Both NYC and TKY
253-05,Both NYC and TKY
383-29,Both NYC and TKY
822-17,Both NYC and TKY
351-29,Both NYC and TKY
956-24,Both NYC and TKY
334-14,Both NYC and TKY
877-22,Both NYC and TKY
1045-11,Both NYC and TKY
508-21,Both NYC and TKY
632-08,Both NYC and TKY
65-04,Both NYC and TKY
291-15,Both NYC and TKY
520-27,Both NYC and TKY
615-01,Both NYC and TKY
464-19,Both NYC and TKY
735-02,Both NYC and TKY
439-16,Both NYC and TKY
1045-05,Both NYC and TKY
1015-29,Both NYC and TKY
99-08,Both NYC and TKY
99-15,Both NYC and TKY
525-16,Both NYC and TKY
464-21,Both NYC and TKY
731-28,Both NYC and TKY
368-06,Both NYC and TKY
139-05,Both NYC and TKY
190-15,Both NYC and TKY
504-08,Both NYC and TKY
309-19,Both NYC and TKY
632-29,Both NYC and TKY
966-05,Both NYC and TKY
150-16,Both NYC and TKY
990-26,Both NYC and TKY
677-16,Both NYC and TKY
235-27,Both NYC and TKY
594-22,Both NYC and TKY
481-16,Both NYC and TKY
281-09,Both NYC and TKY
719-28,Both NYC and TKY
654-07,Both NYC and TKY
848-27,Both NYC and TKY
834-08,Both NYC and TKY
980-14,Both NYC and TKY
185-17,Both NYC and TKY
948-09,Both NYC and TKY
1000-07,Both NYC and TKY
751-12,Both NYC and TKY
1063-27,Both NYC and TKY
233-13,Both NYC and TKY
931-09,Both NYC and TKY
910-17,Both NYC and TKY
854-29,Both NYC and TKY
631-17,Both NYC and TKY
969-22,Both NYC and TKY
881-28,Both NYC and TKY
612-19,Both NYC and TKY
718-21,Both NYC and TKY
805-13,Both NYC and TKY
928-11,Both NYC and TKY
99-14,Both NYC and TKY
456-15,Both NYC and TKY
431-17,Both NYC and TKY
216-26,Both NYC and TKY
1004-19,Both NYC and TKY
784-15,Both NYC and TKY
677-19,Both NYC and TKY
992-05,Both NYC and TKY
1023-27,Both NYC and TKY
885-17,Both NYC and TKY
343-02,Both NYC and TKY
519-29,Both NYC and TKY
189-31,Both NYC and TKY
181-25,Both NYC and TKY
962-13,Both NYC and TKY
54-07,Both NYC and TKY
940-24,Both NYC and TKY
972-07,Both NYC and TKY
75-27,Both NYC and TKY
294-25,Both NYC and TKY
494-16,Both NYC and TKY
424-15,Both NYC and TKY
144-25,Both NYC and TKY
207-14,Both NYC and TKY
831-11,Both NYC and TKY
884-11,Both NYC and TKY
654-24,Both NYC and TKY
439-10,Both NYC and TKY
119-07,Both NYC and TKY
14-26,Both NYC and TKY
386-29,Both NYC and TKY
657-14,Both NYC and TKY
878-16,Both NYC and TKY
927-16,Both NYC and TKY
1058-14,Both NYC and TKY
436-19,Both NYC and TKY
1055-08,Both NYC and TKY
250-17,Both NYC and TKY
851-09,Both NYC and TKY
495-24,Both NYC and TKY
904-29,Both NYC and TKY
744-25,Both NYC and TKY
619-04,Both NYC and TKY
861-22,Both NYC and TKY
515-05,Both NYC and TKY
478-11,Both NYC and TKY
233-27,Both NYC and TKY
881-12,Both NYC and TKY
1064-29,Both NYC and TKY
334-13,Both NYC and TKY
282-25,Both NYC and TKY
857-11,Both NYC and TKY
943-17,Both NYC and TKY
957-21,Both NYC and TKY
413-07,Both NYC and TKY
861-29,Both NYC and TKY
793-17,Both NYC and TKY
969-14,Both NYC and TKY
710-27,Both NYC and TKY
347-13,Both NYC and TKY
159-12,Both NYC and TKY
185-29,Both NYC and TKY
26-19,Both NYC and TKY
635-19,Both NYC and TKY
429-22,Both NYC and TKY
789-13,Both NYC and TKY
293-29,Both NYC and TKY
1047-15,Both NYC and TKY
932-18,Both NYC and TKY
136-16,Both NYC and TKY
181-07,Both NYC and TKY
558-19,Both NYC and TKY
838-11,Both NYC and TKY
333-15,Both NYC and TKY
508-18,Both NYC and TKY
707-28,Both NYC and TKY
855-14,Both NYC and TKY
235-19,Both NYC and TKY
728-14,Both NYC and TKY
628-27,Both NYC and TKY
351-09,Both NYC and TKY
275-28,Both NYC and TKY
129-12,Both NYC and TKY
712-09,Both NYC and TKY
364-07,Both NYC and TKY
500-15,Both NYC and TKY
1020-11,Both NYC and TKY
974-05,Both NYC and TKY
1019-12,Both NYC and TKY
271-15,Both NYC and TKY
626-09,Both NYC and TKY
442-02,Both NYC and TKY
549-13,Both NYC and TKY
874-11,Both NYC and TKY
1049-16,Both NYC and TKY
767-22,Both NYC and TKY
1057-07,Both NYC and TKY
851-04,Both NYC and TKY
92-15,Both NYC and TKY
503-18,Both NYC and TKY
504-29,Both NYC and TKY
192-18,Both NYC and TKY
645-29,Both NYC and TKY
814-17,Both NYC and TKY
38-28,Both NYC and TKY
893-22,Both NYC and TKY
176-10,Both NYC and TKY
295-25,Both NYC and TKY
354-10,Both NYC and TKY
361-14,Both NYC and TKY
189-13,Both NYC and TKY
179-27,Both NYC and TKY
566-05,Both NYC and TKY
29-14,Both NYC and TKY
87-06,Both NYC and TKY
24-12,Both NYC and TKY
572-14,Both NYC and TKY
627-21,Both NYC and TKY
221-11,Both NYC and TKY
185-05,Both NYC and TKY
707-22,Both NYC and TKY
309-12,Both NYC and TKY
550-05,Both NYC and TKY
586-11,Both NYC and TKY
626-15,Both NYC and TKY
176-29,Both NYC and TKY
452-09,Both NYC and TKY
56-28,Both NYC and TKY
484-16,Both NYC and TKY
1068-26,Both NYC and TKY
285-13,Both NYC and TKY
525-13,Both NYC and TKY
609-14,Both NYC and TKY
234-16,Both NYC and TKY
923-28,Both NYC and TKY
1026-05,Both NYC and TKY
786-28,Both NYC and TKY
283-03,Both NYC and TKY
363-21,Both NYC and TKY
1016-05,Both NYC and TKY
392-22,Both NYC and TKY
177-15,Both NYC and TKY
660-22,Both NYC and TKY
42-03,Both NYC and TKY
375-09,Both NYC and TKY
221-16,Both NYC and TKY
1030-16,Both NYC and TKY
293-22,Both NYC and TKY
349-12,Both NYC and TKY
529-29,Both NYC and TKY
956-11,Both NYC and TKY
594-29,Both NYC and TKY
782-07,Both NYC and TKY
760-04,Both NYC and TKY
288-22,Both NYC and TKY
879-27,Both NYC and TKY
253-15,Both NYC and TKY
884-13,Both NYC and TKY
648-17,Both NYC and TKY
627-17,Both NYC and TKY
303-16,Both NYC and TKY
847-09,Both NYC and TKY
61-11,Both NYC and TKY
716-12,Both NYC and TKY
458-07,Both NYC and TKY
812-03,Both NYC and TKY
275-07,Both NYC and TKY
476-28,Both NYC and TKY
651-26,Both NYC and TKY
923-15,Both NYC and TKY
157-16,Both NYC and TKY
922-29,Both NYC and TKY
901-07,Both NYC and TKY
51-15,Both NYC and TKY
471-24,Both NYC and TKY
893-16,Both NYC and TKY
757-11,Both NYC and TKY
679-17,Both NYC and TKY
344-25,Both NYC and TKY
398-07,Both NYC and TKY
173-11,Both NYC and TKY
885-29,Both NYC and TKY
921-29,Both NYC and TKY
329-18,Both NYC and TKY
943-22,Both NYC and TKY
111-29,Both NYC and TKY
653-11,Both NYC and TKY
596-19,Both NYC and TKY
144-13,Both NYC and TKY
985-04,Both NYC and TKY
296-14,Both NYC and TKY
1027-12,Both NYC and TKY
842-13,Both NYC and TKY
710-29,Both NYC and TKY
224-25,Both NYC and TKY
199-18,Both NYC and TKY
845-22,Both NYC and TKY
650-03,Both NYC and TKY
752-05,Both NYC and TKY
540-17,Both NYC and TKY
768-08,Both NYC and TKY
766-11,Both NYC and TKY
73-07,Both NYC and TKY
319-14,Both NYC and TKY
382-25,Both NYC and TKY
475-22,Both NYC and TKY
29-07,Both NYC and TKY
256-19,Both NYC and TKY
731-16,Both NYC and TKY
704-17,Both NYC and TKY
461-28,Both NYC and TKY
653-26,Both NYC and TKY
247-22,Both NYC and TKY
330-22,Both NYC and TKY
459-28,Both NYC and TKY
339-11,Both NYC and TKY
1049-24,Both NYC and TKY
737-07,Both NYC and TKY
507-12,Both NYC and TKY
330-17,Both NYC and TKY
848-11,Both NYC and TKY
257-15,Both NYC and TKY
328-28,Both NYC and TKY
686-09,Both NYC and TKY
107-26,Both NYC and TKY
560-09,Both NYC and TKY
414-19,Both NYC and TKY
1047-11,Both NYC and TKY
424-05,Both NYC and TKY
140-13,Both NYC and TKY
543-17,Both NYC and TKY
835-21,Both NYC and TKY
598-05,Both NYC and TKY
682-07,Both NYC and TKY
201-04,Both NYC and TKY
701-23,Both NYC and TKY
499-12,Both NYC and TKY
20-03,Both NYC and TKY
786-12,Both NYC and TKY
650-16,Both NYC and TKY
669-07,Both NYC and TKY
95-28,Both NYC and TKY
733-15,Both NYC and TKY
273-17,Both NYC and TKY
65-19,Both NYC and TKY
334-28,Both NYC and TKY
961-16,Both NYC and TKY
1002-25,Both NYC and TKY
733-19,Both NYC and TKY
961-07,Both NYC and TKY
777-16,Both NYC and TKY
816-24,Both NYC and TKY
549-25,Both NYC and TKY
760-19,Both NYC and TKY
291-11,Both NYC and TKY
797-05,Both NYC and TKY
240-15,Both NYC and TKY
752-12,Both NYC and TKY
365-29,Both NYC and TKY
757-16,Both NYC and TKY
904-05,Both NYC and TKY
750-11,Both NYC and TKY
982-04,Both NYC and TKY
704-14,Both NYC and TKY
620-19,Both NYC and TKY
713-21,Both NYC and TKY
182-12,Both NYC and TKY
133-05,Both NYC and TKY
161-13,Both NYC and TKY
115-08,Both NYC and TKY
885-05,Both NYC and TKY
485-18,Both NYC and TKY
912-17,Both NYC and TKY
627-05,Both NYC and TKY
895-08,Both NYC and TKY
816-10,Both NYC and TKY
423-13,Both NYC and TKY
258-14,Both NYC and TKY
69-26,Both NYC and TKY
50-29,Both NYC and TKY
908-03,Both NYC and TKY
976-21,Both NYC and TKY
90-15,Both NYC and TKY
445-04,Both NYC and TKY
622-25,Both NYC and TKY
933-13,Both NYC and TKY
179-09,Both NYC and TKY
493-26,Both NYC and TKY
746-17,Both NYC and TKY
159-29,Both NYC and TKY
427-17,Both NYC and TKY
276-11,Both NYC and TKY
970-04,Both NYC and TKY
214-07,Both NYC and TKY
458-02,Both NYC and TKY
15-01,Both NYC and TKY
425-13,Both NYC and TKY
150-04,Both NYC and TKY
856-21,Both NYC and TKY
869-05,Both NYC and TKY
159-26,Both NYC and TKY
629-17,Both NYC and TKY
941-29,Both NYC and TKY
3-09,Both NYC and TKY
340-19,Both NYC and TKY
974-27,Both NYC and TKY
654-18,Both NYC and TKY
680-16,Both NYC and TKY
131-19,Both NYC and TKY
390-26,Both NYC and TKY
723-17,Both NYC and TKY
695-31,Both NYC and TKY
844-27,Both NYC and TKY
880-18,Both NYC and TKY
699-09,Both NYC and TKY
349-09,Both NYC and TKY
997-29,Both NYC and TKY
931-25,Both NYC and TKY
372-17,Both NYC and TKY
312-29,Both NYC and TKY
510-04,Both NYC and TKY
493-07,Both NYC and TKY
115-07,Both NYC and TKY
643-12,Both NYC and TKY
29-19,Both NYC and TKY
98-13,Both NYC and TKY
570-16,Both NYC and TKY
296-16,Both NYC and TKY
504-14,Both NYC and TKY
664-07,Both NYC and TKY
14-27,Both NYC and TKY
727-22,Both NYC and TKY
24-07,Both NYC and TKY
529-14,Both NYC and TKY
854-13,Both NYC and TKY
1020-15,Both NYC and TKY
388-19,Both NYC and TKY
603-29,Both NYC and TKY
767-11,Both NYC and TKY
147-21,Both NYC and TKY
381-21,Both NYC and TKY
257-11,Both NYC and TKY
697-08,Both NYC and TKY
58-06,Both NYC and TKY
669-19,Both NYC and TKY
908-29,Both NYC and TKY
255-13,Both NYC and TKY
553-04,Both NYC and TKY
553-22,Both NYC and TKY
293-28,Both NYC and TKY
432-09,Both NYC and TKY
1064-31,Both NYC and TKY
421-17,Both NYC and TKY
434-27,Both NYC and TKY
8-11,Both NYC and TKY
913-09,Both NYC and TKY
834-11,Both NYC and TKY
328-14,Both NYC and TKY
199-13,Both NYC and TKY
29-01,Both NYC and TKY
360-11,Both NYC and TKY
172-19,Both NYC and TKY
667-17,Both NYC and TKY
1010-11,Both NYC and TKY
925-09,Both NYC and TKY
885-08,Both NYC and TKY
379-18,Both NYC and TKY
837-14,Both NYC and TKY
460-23,Both NYC and TKY
736-17,Both NYC and TKY
682-11,Both NYC and TKY
739-09,Both NYC and TKY
797-13,Both NYC and TKY
699-19,Both NYC and TKY
218-15,Both NYC and TKY
160-27,Both NYC and TKY
338-05,Both NYC and TKY
800-19,Both NYC and TKY
258-15,Both NYC and TKY
661-28,Both NYC and TKY
716-17,Both NYC and TKY
558-23,Both NYC and TKY
136-15,Both NYC and TKY
215-04,Both NYC and TKY
622-03,Both NYC and TKY
1049-11,Both NYC and TKY
996-16,Both NYC and TKY
969-26,Both NYC and TKY
565-04,Both NYC and TKY
271-29,Both NYC and TKY
1019-18,Both NYC and TKY
1080-14,Both NYC and TKY
130-21,Both NYC and TKY
925-19,Both NYC and TKY
69-21,Both NYC and TKY
305-06,Both NYC and TKY
974-08,Both NYC and TKY
1033-23,Both NYC and TKY
768-22,Both NYC and TKY
93-05,Both NYC and TKY
653-09,Both NYC and TKY
1069-07,Both NYC and TKY
606-27,Both NYC and TKY
423-26,Both NYC and TKY
275-12,Both NYC and TKY
340-29,Both NYC and TKY
731-13,Both NYC and TKY
73-28,Both NYC and TKY
951-08,Both NYC and TKY
334-24,Both NYC and TKY
110-12,Both NYC and TKY
596-26,Both NYC and TKY
65-15,Both NYC and TKY
254-13,Both NYC and TKY
1075-14,Both NYC and TKY
631-11,Both NYC and TKY
621-09,Both NYC and TKY
1028-17,Both NYC and TKY
812-16,Both NYC and TKY
708-12,Both NYC and TKY
375-18,Both NYC and TKY
309-16,Both NYC and TKY
652-30,Both NYC and TKY
1051-16,Both NYC and TKY
786-04,Both NYC and TKY
1057-10,Both NYC and TKY
901-19,Both NYC and TKY
698-29,Both NYC and TKY
521-07,Both NYC and TKY
734-21,Both NYC and TKY
276-09,Both NYC and TKY
823-31,Both NYC and TKY
820-09,Both NYC and TKY
968-04,Both NYC and TKY
1002-19,Both NYC and TKY
62-09,Both NYC and TKY
557-22,Both NYC and TKY
1018-21,Both NYC and TKY
814-25,Both NYC and TKY
182-03,Both NYC and TKY
184-09,Both NYC and TKY
593-21,Both NYC and TKY
779-06,Both NYC and TKY
1015-12,Both NYC and TKY
837-02,Both NYC and TKY
1080-29,Both NYC and TKY
181-14,Both NYC and TKY
701-03,Both NYC and TKY
85-09,Both NYC and TKY
107-25,Both NYC and TKY
1065-17,Both NYC and TKY
136-02,Both NYC and TKY
330-05,Both NYC and TKY
1012-15,Both NYC and TKY
454-12,Both NYC and TKY
142-11,Both NYC and TKY
1076-29,Both NYC and TKY
544-07,Both NYC and TKY
4-16,Both NYC and TKY
353-12,Both NYC and TKY
955-25,Both NYC and TKY
211-15,Both NYC and TKY
675-29,Both NYC and TKY
515-16,Both NYC and TKY
995-25,Both NYC and TKY
746-12,Both NYC and TKY
712-07,Both NYC and TKY
111-13,Both NYC and TKY
1040-25,Both NYC and TKY
113-04,Both NYC and TKY
996-09,Both NYC and TKY
159-28,Both NYC and TKY
939-07,Both NYC and TKY
977-15,Both NYC and TKY
234-19,Both NYC and TKY
629-11,Both NYC and TKY
398-02,Both NYC and TKY
16-29,Both NYC and TKY
455-04,Both NYC and TKY
1012-22,Both NYC and TKY
1024-07,Both NYC and TKY
16-07,Both NYC and TKY
418-27,Both NYC and TKY
557-12,Both NYC and TKY
557-07,Both NYC and TKY
848-13,Both NYC and TKY
869-25,Both NYC and TKY
900-29,Both NYC and TKY
577-24,Both NYC and TKY
781-17,Both NYC and TKY
1077-23,Both NYC and TKY
360-28,Both NYC and TKY
682-14,Both NYC and TKY
235-07,Both NYC and TKY
928-29,Both NYC and TKY
207-07,Both NYC and TKY
715-26,Both NYC and TKY
715-02,Both NYC and TKY
943-30,Both NYC and TKY
65-29,Both NYC and TKY
215-17,Both NYC and TKY
568-29,Both NYC and TKY
664-08,Both NYC and TKY
46-21,Both NYC and TKY
1049-09,Both NYC and TKY
464-09,Both NYC and TKY
686-29,Both NYC and TKY
32-07,Both NYC and TKY
603-08,Both NYC and TKY
623-10,Both NYC and TKY
212-10,Both NYC and TKY
424-12,Both NYC and TKY
901-13,Both NYC and TKY
491-28,Both NYC and TKY
142-26,Both NYC and TKY
1015-28,Both NYC and TKY
1077-21,Both NYC and TKY
247-11,Both NYC and TKY
87-18,Both NYC and TKY
459-17,Both NYC and TKY
619-09,Both NYC and TKY
1047-19,Both NYC and TKY
923-04,Both NYC and TKY
61-28,Both NYC and TKY
187-16,Both NYC and TKY
790-13,Both NYC and TKY
300-13,Both NYC and TKY
340-04,Both NYC and TKY
90-13,Both NYC and TKY
455-09,Both NYC and TKY
1083-28,Both NYC and TKY
814-31,Both NYC and TKY
475-28,Both NYC and TKY
503-14,Both NYC and TKY
186-09,Both NYC and TKY
181-16,Both NYC and TKY
373-08,Both NYC and TKY
609-09,Both NYC and TKY
1065-19,Both NYC and TKY
701-21,Both NYC and TKY
786-19,Both NYC and TKY
824-18,Both NYC and TKY
836-16,Both NYC and TKY
806-07,Both NYC and TKY
118-29,Both NYC and TKY
814-05,Both NYC and TKY
750-07,Both NYC and TKY
176-11,Both NYC and TKY
181-11,Both NYC and TKY
569-18,Both NYC and TKY
353-29,Both NYC and TKY
354-14,Both NYC and TKY
117-04,Both NYC and TKY
644-15,Both NYC and TKY
